0.00053157,0.00053157
0.00047634,0.00083784
0.00025577,0.0011675
-0.0001149,0.001473
-0.00063239,0.0017047
-0.0013131,0.0018189
-0.002173,0.0017849
-0.0031948,0.0015873
-0.0042963,0.0012276
-0.0053258,0.00072346
-0.0061222,0.00010815
-0.0065854,-0.00057273
-0.0066918,-0.0012668
-0.0064963,-0.0019233
-0.0060891,-0.002501
-0.0055327,-0.0029738
-0.0048372,-0.0033303
-0.0039883,-0.0035696
-0.0029843,-0.0036951
-0.0018439,-0.0037129
-0.00062278,-0.0036298
0.00059925,-0.0034524
0.0017688,-0.0031965
0.0028538,-0.0028826
0.0038348,-0.00253
0.0046958,-0.0021596
0.0054172,-0.001792
0.0059764,-0.0014415
0.0063582,-0.0011157
0.0065607,-0.00082727
0.0065989,-0.0005848
0.0065054,-0.00038658
0.0063044,-0.00023536
0.0060203,-0.0001289
0.0056857,-5.9676e-05
0.0053328,-1.8583e-05
0.0049883,1.2906e-06
0.0046834,6.2006e-06
0.0044509,3.3416e-06
0.0043044,1.2831e-07
0.0042526,-1.1323e-21
0.0043057,-6.3462e-07
0.004453,2.1091e-06
0.0046843,5.67e-06
0.0049863,1.2099e-06
0.0053287,-1.9069e-05
0.0056827,-6.0221e-05
0.0060215,-0.00012911
0.0063086,-0.0002362
0.0065093,-0.00038753
0.0065989,-0.0005848
0.0065521,-0.00082497
0.0063459,-0.0011122
0.0059717,-0.0014401
0.0054261,-0.0017921
0.004713,-0.0021588
0.0038463,-0.0025289
0.0028469,-0.0028811
0.0017447,-0.0031902
0.00057599,-0.0034453
-0.00062278,-0.0036298
-0.0018109,-0.003716
-0.0029392,-0.0036984
-0.0039712,-0.0035705
-0.0048723,-0.0033248
-0.0056021,-0.0029619
-0.0061372,-0.002492
-0.0064644,-0.0019293
-0.0065695,-0.001292
-0.0064509,-0.00060378
-0.0061222,0.00010815
-0.0056019,0.00080765
-0.0049106,0.001466
-0.004084,0.0020537
-0.0031629,0.0025356
-0.0021835,0.0028837
-0.0011889,0.0030809
-0.0002248,0.0031107
0.0006707,0.0029573
0.0014653,0.0026258
0.0021263,0.0021263
0.0026258,0.0014653
0.0029573,0.0006707
0.0031107,-0.0002248
0.0030809,-0.0011889
0.0028837,-0.0021835
0.0025356,-0.0031629
0.0020537,-0.004084
0.001466,-0.0049106
0.00080765,-0.0056019
0.00010815,-0.0061222
-0.00060378,-0.0064509
-0.001292,-0.0065695
-0.0019293,-0.0064644
-0.002492,-0.0061372
-0.0029619,-0.0056021
-0.0033248,-0.0048723
-0.0035705,-0.0039712
-0.0036984,-0.0029392
-0.003716,-0.0018109
-0.0036298,-0.00062278
-0.0034453,0.00057599
-0.0031902,0.0017447
-0.0028811,0.0028469
-0.0025289,0.0038463
-0.0021588,0.004713
-0.0017921,0.0054261
-0.0014401,0.0059717
-0.0011122,0.0063459
-0.00082497,0.0065521
-0.0005848,0.0065989
-0.00038753,0.0065093
-0.0002362,0.0063086
-0.00012911,0.0060215
-6.0221e-05,0.0056827
-1.9069e-05,0.0053287
1.2099e-06,0.0049863
